family,date,contract,feature,side,pnl,cum_pnl
cracks,2020-06-09,CL:C1 HO-CL U2020,z_50,1.0,-0.34999999999999853,46.13999999999999
cracks,2020-06-26,CL:C1 RB-CL U2020,z_50,1.0,1.0699999999999996,47.209999999999994
cracks,2020-07-29,CL:C1 RB-CL Z2020,z_50,1.0,1.3800000000000001,48.589999999999996
cracks,2020-07-31,CL:C1 HO-CL Z2020,z_50,1.0,-4.090000000000001,44.49999999999999
cracks,2020-08-11,CL:C1 RB-CL V2020,z_50,1.0,2.760000000000001,47.25999999999999
cracks,2020-08-11,CL:C1 RB-CL M2021,level_z,1.0,0.5300000000000005,47.78999999999999
cracks,2020-08-27,CL:C1 RB-CL J2021,level_z,1.0,-0.13999999999999943,47.64999999999999
cracks,2020-09-29,CL:C1 HO-CL Z2020,z_50,1.0,1.7499999999999993,49.39999999999999
cracks,2020-10-05,CL:C1 HO-CL F2021,level_z,1.0,1.7800000000000005,51.17999999999999
cracks,2020-10-08,CL:C1 RB-CL M2021,level_z,1.0,-0.8600000000000001,50.31999999999999
cracks,2020-10-12,CL:C1 HO-CL H2021,level_z,1.0,2.1599999999999997,52.47999999999999
cracks,2021-04-06,CL:C1 RB-CL M2021,level_z,-1.0,-1.5599999999999976,50.919999999999995
cracks,2021-04-07,CL:C1 RB-CL N2021,level_z,-1.0,-2.0100000000000002,48.91
cracks,2021-04-07,CL:C1 RB-CL Z2021,level_z,-1.0,-2.6600000000000006,46.24999999999999
cracks,2021-04-16,CL:C1 RB-CL Q2021,level_z,-1.0,-2.0700000000000025,44.17999999999999
cracks,2021-05-25,CL:C1 RB-CL Q2021,level_z,-1.0,2.3899999999999983,46.56999999999999
cracks,2021-06-04,CL:C1 RB-CL Z2021,level_z,-1.0,1.1399999999999981,47.709999999999994
cracks,2021-06-04,CL:C1 RB-CL U2021,level_z,-1.0,1.2599999999999991,48.96999999999999
cracks,2021-06-07,CL:C1 HO-CL U2021,level_z,-1.0,3.2900000000000005,52.25999999999999
cracks,2021-06-10,CL:C1 HO-CL Z2021,level_z,-1.0,3.289999999999997,55.54999999999999
cracks,2021-06-10,CL:C1 RB-CL V2021,level_z,-1.0,0.5300000000000022,56.07999999999999
cracks,2021-06-10,CL:C1 HO-CL Q2021,level_z,-1.0,3.580000000000003,59.66
