family,feature,regime,horizon,n_vintages,n_folds,n_obs_test,ic_mean,ic_std,ic_t,ic_ci_low,ic_ci_high,gross_spread,net_spread,monotonicity,bucket_profile,bucket_edges,p_reversion,p_continuation,n_trades,win_rate,avg_pnl,sharpe,mfe_mean,mae_mean,confidence,sign_consistency
calendars,er_drop_20,trend,25,20,16,62145,0.11414479900658495,0.17370857253916835,2.628420632052508,0.02902759846239246,0.19926199955077745,-0.3222286375479498,-0.3322286375479498,0.8999999999999998,"[-0.0929, 0.0871, 0.1888, 0.1508, 0.2293]","[-0.6367, -0.0491, 0.0704, 0.1727, 0.2781, 0.8191]",0.4572148612012677,0.5427851387987324,5231,0.5484610973045306,0.15141464347161154,0.2302883395797883,0.918916077231887,-0.714618619766775,55.335171201105425,0.75
calendars,vol_ratio,range,25,19,15,58933,-0.0863273658219231,0.14255986578888102,-2.3452915608478415,-0.15847261199754212,-0.014182119646304087,0.2806126221422766,0.2706126221422766,-0.9999999999999999,"[0.1177, 0.1053, 0.0229, -0.032, -0.1629]","[0.1477, 0.7226, 0.8791, 1.0325, 1.2321, 2.2718]",0.5383506118949256,0.4616493881050744,4321,0.523721360796112,0.12399213145105302,0.23760648867955692,0.8214417958805832,-0.7244156445267299,47.774457720974546,0.7333333333333333
calendars,vol_ratio,trend,25,19,16,51132,-0.13291454359023228,0.24776971490714533,-2.1457754615416755,-0.2543217038947335,-0.01150738328573106,0.29091999702960597,0.28091999702960596,-0.39999999999999997,"[0.1372, 0.1217, 0.0743, 0.1798, -0.1537]","[0.1723, 0.7415, 0.914, 1.0752, 1.2907, 2.2919]",0.6115989295868874,0.38840107041311256,3924,0.4877675840978593,0.02855759429153929,0.0429179674525483,0.797795616717635,-0.8318272171253823,48.93873859656453,0.8125
calendars,er_20,range,25,21,17,80283,0.028023915162426565,0.06450650502633053,1.7912234155434272,-0.0026405308478954746,0.0586883611727486,-0.06385533791358425,-0.07385533791358424,0.9999999999999999,"[0.0137, 0.0218, 0.0434, 0.0623, 0.0776]","[0.0, 0.0266, 0.0529, 0.08, 0.1074, 0.1409]",0.4972432804962095,0.5027567195037905,6792,0.48100706713780916,-0.03322732626619552,-0.06038277473832502,0.7632081861012956,-0.8143786808009423,29.853723592390452,0.5882352941176471
calendars,er_20,trend,25,21,17,69776,-0.11065739977429885,0.160502013098915,-2.8426568534343097,-0.18695521366470755,-0.034359585883890154,0.21338555238452842,0.2033855523845284,-0.9999999999999999,"[0.1657, 0.1434, 0.0965, 0.0246, -0.0477]","[0.2857, 0.3398, 0.3884, 0.4506, 0.5391, 0.9512]",0.5375825745402607,0.4624174254597393,6126,0.5184459680052237,0.09587006203068887,0.15292240501822482,0.949092393078681,-0.7574126673196213,66.32865991346722,0.8235294117647058
calendars,slope_20,range,25,21,17,80283,0.05983951972808921,0.10958506302514882,2.251444253570602,0.007746087487406406,0.11193295196877201,-0.22005591630078852,-0.23005591630078853,0.9999999999999999,"[-0.0287, 0.0148, 0.0242, 0.0315, 0.1914]","[-0.8017, -0.1362, -0.0406, 0.0416, 0.1404, 0.7789]",0.4636760124610592,0.5363239875389407,6324,0.47722960151802657,0.028546805819101847,0.050647258501141615,0.834308981657179,-0.7583080328905755,45.02888507141204,0.7058823529411765
calendars,slope_20,trend,25,21,17,69776,-0.10367557596037259,0.20434442622512106,-2.0918865191382103,-0.2008147501092857,-0.00653640181145948,0.00452308138007166,-0.00547691861992834,-0.09999999999999999,"[-0.0237, 0.0837, 0.2487, 0.1176, -0.0283]","[-1.1236, -0.4824, -0.2878, 0.2656, 0.4293, 1.2197]",0.4720933603943172,0.5279066396056828,3641,0.4424608624004394,-0.08759681406207082,-0.1201464965383199,0.8584949189783025,-0.8985718209283163,38.35125285086719,0.6470588235294118
calendars,macd_hist,range,25,20,16,67116,0.06733339611055804,0.22636810782998906,1.1898035771209952,-0.043586976726136595,0.17825376894725267,-0.12514076356707537,-0.13514076356707538,0.7999999999999999,"[-0.0271, 0.0198, 0.0135, 0.1366, 0.0981]","[-1.7997, -0.0364, -0.0088, 0.0046, 0.0264, 1.209]",0.47384064321914415,0.5261593567808558,4075,0.5420858895705521,0.06913374233128837,0.11045093548797989,1.0452588957055216,-1.0766895705521473,18.786372270331498,0.5625
calendars,macd_hist,trend,25,20,16,58874,-0.05668318444678997,0.2556501601160277,-0.8868867427435072,-0.18195176290364354,0.06858539401006361,0.19679393935290507,0.18679393935290506,-0.19999999999999998,"[0.2095, 0.1115, 0.2183, 0.2133, 0.0127]","[-1.3941, -0.042, -0.0076, 0.0142, 0.0534, 2.6589]",0.5313835950297655,0.4686164049702345,3610,0.5096952908587258,-0.04526592797783929,-0.06093491315848731,1.1178975069252077,-1.1345927977839336,12.447533231487819,0.5
calendars,level_z,range,25,13,10,58687,-0.20989381522701378,0.17296297691969573,-3.837483227454287,-0.3170973789850908,-0.1026902514689367,0.9419476038137936,0.9319476038137936,-0.8999999999999998,"[0.7091, 0.3119, 0.3824, 0.2455, -0.2329]","[-4.8259, -0.2854, 0.1601, 0.4856, 0.9242, 6.9391]",0.5443650793650794,0.4556349206349206,2918,0.5065113091158328,-0.02516792323509252,-0.039479426985487516,1.1503803975325566,-1.0145099383139138,69.23076923076924,0.9
calendars,level_z,trend,25,13,10,50898,-0.3412774215890183,0.1940558435555765,-5.56135773309881,-0.4615544795336005,-0.22100036364443612,0.9369991182907804,0.9269991182907804,-0.9999999999999999,"[0.5285, 0.4515, 0.4467, 0.3523, -0.4085]","[-6.1128, -0.2263, 0.1752, 0.5736, 1.1376, 9.6936]",0.5277152867416559,0.4722847132583441,3035,0.4668863261943987,-0.14605271828665567,-0.18271788860779156,0.9945799011532126,-1.2020263591433278,76.92307692307693,1.0
calendars,level_pct,range,25,13,10,34294,-0.19779857565783826,0.18755895033371428,-3.334919586098113,-0.31404881746440555,-0.08154833385127096,1.0424300209210695,1.0324300209210695,-0.7,"[0.7938, 0.3321, 0.6906, 0.3546, -0.2487]","[0.0833, 0.4, 0.5455, 0.7273, 0.8889, 1.0]",0.5468736671500469,0.4531263328499531,1329,0.5334838224228743,0.10241534988713323,0.12797628270886935,1.5941911211437172,-1.346877351392024,69.23076923076924,0.9
calendars,level_pct,trend,25,13,10,38072,-0.310445600055811,0.20104170279911002,-4.883142015241648,-0.4350525384184829,-0.1858386616931391,0.8787745614018829,0.8687745614018829,-0.09999999999999999,"[0.375, 0.3832, 0.6658, 0.6177, -0.5038]","[0.0, 0.5, 0.6, 0.75, 0.8889, 1.0]",0.5288734433825659,0.4711265566174341,2044,0.4246575342465753,-0.34400684931506853,-0.3745711367812729,1.0300244618395302,-1.418664383561644,76.92307692307693,1.0
calendars,z_10,range,30,20,16,72169,0.0016660415325265559,0.13629712720874101,0.04889439907196252,-0.06511955079975654,0.06845163386480965,-0.0400109601601497,-0.0500109601601497,0.09999999999999999,"[0.0739, 0.1731, 0.0449, 0.1425, 0.1139]","[-2.7092, -1.1257, -0.4481, 0.3275, 1.0679, 2.7582]",0.5081901426434643,0.4918098573565357,5343,0.4735167508890137,-0.11304510574583564,-0.19859528787339267,0.7675238629983154,-0.9021710649447876,0.6862371799573685,0.5
calendars,z_10,trend,30,20,16,61844,-0.01981148875942597,0.22398702280356264,-0.35379708183899045,-0.12956512993317165,0.08994215241431973,-0.006308809469331184,-0.016308809469331186,0.09999999999999999,"[0.1263, 0.116, 0.1405, 0.0274, 0.1326]","[-2.7251, -1.2827, -0.3554, 0.8041, 1.4472, 2.8091]",0.5114246521653929,0.4885753478346071,4884,0.5071662571662572,-0.07762285012285008,-0.10270982619502016,0.9231756756756757,-0.9656511056511056,6.206966348052464,0.625
calendars,z_20,range,30,20,16,72169,0.0387392004104452,0.1495309007495512,1.0362861513241162,-0.03453094095683488,0.11200934177772529,-0.03903041871633672,-0.049030418716336725,0.39999999999999997,"[0.1558, 0.0481, 0.0875, 0.1191, 0.1949]","[-3.3965, -0.9121, -0.3114, 0.2572, 0.8586, 3.4581]",0.5017312509208781,0.4982687490791219,5288,0.48751891074130105,-0.02720877458396369,-0.04155906630981605,0.8263464447806355,-0.8763502269288956,14.544367036127946,0.5
calendars,z_20,trend,30,20,16,61844,-0.026973616145309756,0.28713706117420046,-0.3757594513923842,-0.167670776120668,0.11372354383004847,0.05895753668010972,0.04895753668010972,-0.7,"[0.1428, 0.0929, 0.1173, 0.0952, 0.0838]","[-3.7254, -1.5494, -0.7394, 1.1119, 1.7141, 4.0273]",0.5389308876012127,0.46106911239878734,4716,0.5044529262086515,-0.06517599660729431,-0.08611029561749906,0.886032654792197,-0.9844868532654792,6.5922710770593715,0.625
