family,group,feature,horizon,n_vintages,n_folds,n_obs_test,ic_mean,ic_std,ic_t,ic_ci_low,ic_ci_high,gross_spread,net_spread,monotonicity,bucket_profile,bucket_edges,p_reversion,p_continuation,n_trades,win_rate,avg_pnl,sharpe,mfe_mean,mae_mean,confidence,sign_consistency,ic_p,ic_q,sig_fdr
outrights,ALL,pctb_20_2,25,22,19,44760,-0.08287723573195932,0.2245452651055885,-1.6088225913191077,-0.18384510062342185,0.0180906291595032,0.26709891751945614,0.24709891751945615,-0.19999999999999998,"[0.2076, 0.1719, 0.5784, 0.2883, -0.0595]","[-0.4969, 0.2101, 0.442, 0.668, 0.8399, 1.3699]",0.48346331189161496,0.516536688108385,1658,0.5162846803377563,0.021827503015681784,0.126275451698589,3.448268998793728,-3.4916465621230395,29.25131984216559,0.631578947368421,0.1250531482768578,0.3196624855361099,False
outrights,ALL,pctb_20_2,30,22,19,43825,-0.07402963152547459,0.1914894803384612,-1.6851457431329395,-0.16013380285974213,0.012074539808792945,0.2274591139895867,0.20745911398958672,-0.09999999999999999,"[0.1674, 0.3144, 0.7271, 0.5433, -0.06]","[-0.4969, 0.2097, 0.4427, 0.6692, 0.8407, 1.3699]",0.4886159550431609,0.5113840449568391,1387,0.48954578226387885,-0.21088680605623603,-0.17223395723545257,3.8290987743330938,-3.895255948089401,25.532511259589988,0.5263157894736842,0.10921861492434248,0.2930586437721488,False
outrights,ALL,pctb_10_1_5,20,23,19,47583,-0.06371340517778558,0.1364269316509693,-2.035670605195021,-0.1250584350808411,-0.0023683752747300432,0.34115944860023345,0.32115944860023343,-0.7,"[0.3, 0.0729, 0.3867, -0.0109, -0.0411]","[-0.4139, 0.1306, 0.4191, 0.7087, 0.9256, 1.4034]",0.488782891288395,0.511217108711605,2244,0.4946524064171123,-0.22115864527629203,-0.3416728267556956,2.9609714795008912,-3.062040998217469,40.096542223538286,0.6842105263157895,0.05677631061630009,0.23737203363485088,False
outrights,ALL,pctb_10_1_5,25,23,19,46638,-0.06995657993099606,0.159328876548807,-1.9138631298986628,-0.14159958016582078,0.0016864203038286507,0.4416510903252363,0.4216510903252363,-0.49999999999999994,"[0.384, 0.1039, 0.4984, 0.1769, -0.0576]","[-0.4139, 0.1299, 0.4181, 0.7084, 0.9257, 1.4034]",0.49708384611268663,0.5029161538873134,1797,0.46967167501391205,-0.4988258208124649,-0.6156706487013546,3.1608013355592655,-3.7162604340567613,34.797511452702956,0.631578947368421,0.07167500405849841,0.24970646575218802,False
outrights,ALL,pctb_10_1_5,30,23,19,45697,-0.0641310770104264,0.14329425304644516,-1.9508171324796064,-0.12856403120571142,0.0003018771848586066,0.38548861987602434,0.3654886198760243,-0.49999999999999994,"[0.4048, 0.228, 0.572, 0.3557, 0.0193]","[-0.4139, 0.1299, 0.4182, 0.709, 0.9259, 1.3971]",0.5046321525885559,0.49536784741144413,1500,0.504,-0.06553333333333304,-0.015566793515863948,3.962413333333333,-3.7822,35.469402408720114,0.631578947368421,0.06682320505012189,0.244640886285192,False
outrights,ALL,keltner_dist_20,20,23,19,45697,-0.09195051343394749,0.22959666163846756,-1.7456830295571861,-0.19518976321702686,0.011288736349131884,0.7602048342778733,0.7402048342778733,-0.3,"[0.3976, -0.0494, 0.3313, 0.5136, -0.3626]","[-8.1035, -1.993, -0.3008, 1.0684, 2.6159, 8.0903]",0.49361965259429985,0.5063803474057001,1877,0.4906766116142781,0.10216302610548772,0.1652522320369746,3.1704421949920087,-2.93635588705381,31.73969144649429,0.631578947368421,0.09791179375398193,0.2788234463149592,False
outrights,ALL,keltner_dist_20,25,22,19,44760,-0.09540566262995939,0.23805529220543256,-1.7469203822053812,-0.20244837657359682,0.011637051313678051,0.8175666541996763,0.7975666541996763,-0.09999999999999999,"[0.3691, 0.0806, 0.4928, 0.6941, -0.4484]","[-8.1035, -1.9978, -0.3059, 1.0685, 2.6194, 8.0903]",0.5039185401292833,0.4960814598707167,1589,0.5022026431718062,-0.009238514789175407,0.08840849736498876,3.4602076777847706,-3.348143486469477,29.11533970342302,0.5789473684210527,0.09769166183223443,0.2788234463149592,False
outrights,ALL,keltner_dist_20,30,22,19,43825,-0.08437826280113163,0.2092297831892279,-1.7578583458599397,-0.1784594471466847,0.009702921544421442,0.6044889365614661,0.584488936561466,-0.09999999999999999,"[0.2699, 0.22, 0.7506, 0.8656, -0.3346]","[-8.1035, -1.9984, -0.3033, 1.0728, 2.6231, 8.0903]",0.5052356020942408,0.4947643979057592,1317,0.5360668185269551,0.21636294608959813,0.11538933971079356,4.02081245254366,-3.5908959757023533,29.297639097665662,0.5789473684210527,0.09576432582020733,0.2776522735189904,False
outrights,ALL,rsi_2,20,23,20,48927,-0.06445168453733188,0.10442315017876608,-2.7602758132296206,-0.11021714793331237,-0.018686221141351392,0.40948604327636534,0.3894860432763653,-0.7,"[0.258, 0.1184, 0.0183, 0.122, -0.1515]","[0.0, 18.6287, 42.7983, 66.9855, 86.2832, 100.0]",0.4917258883248731,0.5082741116751269,2326,0.49828030954428204,-0.06986672398968151,-0.15553774592928915,3.027300085984523,-3.0002450558899403,64.00639566909265,0.8,0.012454243501241883,0.09607559272386597,True
outrights,ALL,rsi_2,25,23,19,47961,-0.05899503576669259,0.1046980202690342,-2.4561438546478143,-0.10607300715013084,-0.01191706438325435,0.5027597286974026,0.4827597286974026,-0.7,"[0.4754, 0.2133, 0.2008, 0.3112, -0.0274]","[0.0, 18.5985, 42.7494, 66.9942, 86.2935, 100.0]",0.4990163594947194,0.5009836405052805,1872,0.4877136752136752,-0.15961004273504248,-0.32356279489874135,3.340705128205128,-3.507110042735043,52.10002115919605,0.7368421052631579,0.024431273468317204,0.14123149229785523,False
